70,田馥甄-你就不要想起我,你就不要想起我,Pop_Rock,/img/songPic/109951163520335473.jpg
71,五月天-孙悟空,神的孩子都在跳舞,Pop_Rock|Reggae,/img/songPic/109951163188724796.jpg
72,五月天-如果我们不曾相遇,如果我们不曾相遇,Pop_Rock|Vocal,/img/songPic/109951163188724796.jpg
73,五月天-倔强,倔强,Pop_Rock|Folk,/img/songPic/109951163188724796.jpg
74,Eminem-Lose Yourself,Lose Yourself,Pop_Rock|Electronic|Jazz,/img/songPic/6656443395492431.jpg
75,Eminem-When I'm Gone,When I'm Gone,Pop_Rock|Electronic|New-Age,/img/songPic/6656443395492431.jpg
76,朴树-平凡之路,平凡之路,Pop_Rock|Vocal|Latin,/img/songPic/18885211718782327.jpg
77,朴树-白桦林,白桦林,Pop_Rock,/img/songPic/18885211718782327.jpg
78,Beyond-光辉岁月,光辉岁月,Pop_Rock,/img/songPic/29686813951246.jpg
79,Beyond-无悔这一生,无悔这一生,Pop_Rock,/img/songPic/29686813951246.jpg
80,Beyond-真的爱你,真的爱你,Pop_Rock,/img/songPic/29686813951246.jpg
81,王力宏-唯一,唯一,Pop_Rock|Electronic|Blues,/img/songPic/4460718673904110.jpg
82,林俊杰-一千年以后,一千年以后,Pop_Rock|New-Age|Reggae,/img/songPic/109951163187405670.jpg
83,林俊杰-江南,江南,Pop_Rock|Electronic,/img/songPic/109951163187405670.jpg
84,林俊杰-学不会,学不会,Pop_Rock,/img/songPic/109951163187405670.jpg
85,林俊杰-醉赤壁,醉赤壁,Pop_Rock|Latin|Electronic,/img/songPic/109951163187405670.jpg
86,a_hisa - night,night,Pop_Rock|Electronic|Vocal,/img/songPic/2505786999719472.jpg
87,Yiruma - River Flows in You,River Flows in You,Pop_Rock|Rap,/img/songPic/2324367581169008.jpg
88,Vince Zhang - G小调的巴赫 (Vince Moonrise Edit),G小调的巴赫,Pop_Rock|RnB|Blues,/img/songPic/109951162991116739.jpg
89,胡歌-忘记时间,忘记时间,Pop_Rock|Jazz|Reggae,/img/songPic/46179488378975.jpg
90,胡歌-逍遥叹,逍遥叹,Pop_Rock|Jazz,/img/songPic/109951163240682406.jpg
91,胡歌-六月的雨,六月的雨,Pop_Rock|New-Age,/img/songPic/109951163240682406.jpg
92,陈势安-天后,天后,Pop_Rock|Rap|International,/img/songPic/109951163272878671.jpg
93,王菲-匆匆那年,匆匆那年,Pop_Rock|Jazz,/img/songPic/2542070884980240.jpg
94,王菲-红豆,红豆,Pop_Rock|Electronic,/img/songPic/2542070884980240.jpg
95,Ramin Djawadi-The Children,The Children,Pop_Rock|RnB|Jazz,/img/songPic/6013229092830804.jpg
96,小林未郁-Perfect Time,Perfect Time,Pop_Rock|International,/img/songPic/2539871862623611.jpg
97,Various Artists-Soundtrack,Zoosters Breakout,Pop_Rock,/img/songPic/2539871861239300.jpg
98,少女时代 - Oh!,Oh!,Pop_Rock|Rap,/img/songPic/2529976256578329.jpg
99,The Piano Guys-Let It Go,冰雪奇缘,Pop_Rock|New-Age,/img/songPic/109951163437997103.jpg
100,Peter Broderick - I Am Piano,I Am Piano,Jazz|Pop_Rock,/img/songPic/6661940953400245.jpg
101,Shayne Ward-Until You,Until You,Pop_Rock|Reggae|Latin,/img/songPic/18252992533269375.jpg
102,Celine Dion-My Heart Will Go On,My Heart Will Go On,Pop_Rock,/img/songPic/813638604607979.jpg
103,倪椤 - 疯狂的法老,疯狂的法老,Electronic|Jazz,/img/songPic/109951162945634228.jpg
104,群星 - aloha heja he,aloha heja he,Pop_Rock|Latin|Blues,/img/songPic/109951163926969186.jpg
105,胡伟立 - 侠风,侠风,Pop_Rock|Vocal,/img/songPic/2537672838499056.jpg
106,胡伟立 - 嬉戏,嬉戏,Pop_Rock,/img/songPic/2537672838499056.jpg
107,Jessica - Falling Crazy in Love,Falling Crazy in Love,Pop_Rock,/img/songPic/1366692963716373.jpg
108,Josh Ritter - Change of Time,Change of Time,Pop_Rock|Vocal|Jazz,/img/songPic/2532175279910174.jpg
109,Josh Ritter - Darlin,Darlin,Pop_Rock|Blues|Electronic,/img/songPic/2532175279910174.jpg
110,胡伟立 - 太极乐,太极乐,Pop_Rock,/img/songPic/2537672838499056.jpg
112,Tone Damli Aaberge - Stupid,Stupid,Pop_Rock|Country|Electronic,/img/songPic/1775711278864263.jpg
113,Sanna Nielsen-Undo,Undo,Pop_Rock|Electronic,/img/songPic/1775711278864263.jpg
