5,52,4,1666431747
12,46,6,1669357591
25,100,5,1669688751
21,70,4,1669868145
5,103,8,1666928443
24,100,3,1665709230
26,39,8,1672112236
16,37,2,1671194548
27,5,3,1665862043
24,14,3,1664835889
8,9,10,1667527487
1,25,4,1671836001
27,64,4,1670819788
27,110,7,1670077929
1,39,3,1667861137
16,13,2,1670109285
2,49,8,1665429242
26,42,8,1666665707
8,10,3,1672175074
1,63,10,1670715814
2,23,2,1664877407
27,26,2,1667665982
12,15,6,1667739409
16,106,9,1666155048
26,23,9,1670272182
2,63,6,1666775304
2,94,5,1666331716
1,90,9,1670746889
20,17,2,1669019968
27,98,9,1670633722
27,112,1,1665150001
24,74,2,1666230156
2,100,7,1666638396
21,107,7,1666633763
20,9,9,1668076218
2,4,3,1664795407
26,25,1,1667778278
16,40,7,1667575680
27,99,2,1668204822
28,44,6,1665019886
16,110,1,1666264106
26,84,9,1668799826
25,62,7,1670858030
1,89,5,1666662011
12,53,5,1668893588
5,45,8,1664862283
27,68,2,1664590096
12,79,4,1667079921
24,113,4,1671206773
28,26,5,1669804075
28,52,1,1669921088
25,18,1,1669682345
21,104,1,1665662157
20,12,6,1671785319
27,28,7,1665081644
24,93,9,1671884538
27,70,9,1667131046
20,52,6,1666463000
12,31,5,1665148569
28,17,3,1668461154
2,34,1,1669760570
5,53,7,1666112406
25,16,10,1667969229
16,65,9,1666714079
20,87,3,1666331239
20,67,6,1666274915
12,18,2,1670072243
8,24,3,1669976554
12,3,7,1670508903
20,47,10,1669859821
16,103,4,1667002719
28,18,5,1670048344
24,54,8,1670226363
21,60,8,1664618065
20,94,9,1669606906
2,87,5,1671424551
21,90,8,1667997401
28,105,5,1667724383
20,18,3,1668836572
27,14,9,1665052220
27,2,6,1672182958
5,12,4,1671510648
27,50,6,1671564806
20,68,7,1665856590
28,35,2,1671583085
8,40,4,1668169551
16,92,3,1671441141
8,53,3,1670548798
28,27,9,1667191933
16,100,10,1672087100
28,65,3,1669569236
25,80,10,1664721072
1,17,6,1664811621
26,7,5,1668742636
21,91,4,1668091161
26,6,4,1671024243
2,11,4,1671978468
5,26,2,1667932366
28,20,7,1669082424
28,104,10,1668211287
5,22,5,1665125402
20,57,7,1665749127
21,108,7,1667280846
16,21,9,1667874911
16,63,4,1664687935
24,76,7,1665147782
5,102,10,1671389203
1,32,8,1670392406
2,20,6,1666117841
5,16,2,1668739498
1,62,9,1666404744
26,45,2,1671176459
26,53,9,1671057749
1,42,8,1671505304
28,43,9,1669621267
28,69,3,1671531394
25,5,4,1671078272
20,77,10,1667942636
2,109,9,1671877159
24,15,5,1669946990
20,16,4,1666024847
24,12,9,1666776908
20,1,3,1671674851
25,65,7,1670980939
25,26,2,1671080696
26,21,7,1667309944
24,6,2,1671018421
2,57,9,1666296029
12,96,9,1667538800
25,40,6,1671031011
2,90,10,1668135719
26,64,9,1668807958
12,45,6,1670341739
21,74,1,1666255496
28,16,6,1671899447
21,61,3,1670737144
25,37,3,1666767848
2,46,8,1670298429
27,22,8,1666598785
16,36,1,1670957886
12,83,8,1668817137
24,102,7,1666567303
20,10,1,1668015266
24,85,2,1670222671
5,84,2,1672404364
12,25,3,1668257629
25,36,9,1670932663
12,103,5,1671470445
12,49,9,1667434689
8,107,8,1670731837
20,6,8,1665504078
26,71,2,1667457399
12,94,6,1669914006
1,105,5,1667520541
20,51,5,1671995262
28,40,6,1672351303
28,12,5,1671742486
2,27,8,1672404664
8,47,3,1667585959
24,91,9,1667464964
24,53,6,1664975053
1,86,6,1669729463
8,91,3,1669607478
8,6,3,1666964113
20,19,6,1665920550
21,98,3,1669796518
5,108,7,1671348421
21,86,8,1665626263
5,98,3,1671781138
25,110,4,1671273435
16,15,2,1672038727
21,92,9,1667456279
28,55,1,1664855262
26,92,7,1665590431
5,20,1,1669408028
25,15,2,1671278318
20,2,8,1667973975
12,4,2,1671899824
25,79,1,1671002312
1,15,1,1671011387
16,43,3,1665559957
27,27,1,1671562057
5,5,7,1671333741
24,96,1,1669915338
27,86,8,1670521811
24,70,9,1670727706
1,78,10,1670681178
12,33,8,1668142586
5,37,9,1672274406
26,90,1,1665024812
27,38,1,1666505900
28,58,4,1671054468
24,73,2,1666245231
12,104,7,1671130328
5,25,7,1670202125
5,76,4,1665944208
25,107,9,1665212784
2,60,7,1669769178
12,34,1,1669877267
8,81,3,1671873124
24,9,9,1666848177
28,84,1,1668581037
16,97,10,1666003194
5,2,4,1670068430
8,54,2,1671473940
26,46,1,1665010606
5,62,2,1665720760
28,50,9,1672308254
8,64,3,1668448068
21,15,4,1665896714
24,83,6,1667535587
21,78,4,1667193759
16,7,9,1672407915
8,90,5,1669235096
24,92,5,1671019265
26,108,9,1671415178
1,101,3,1666755712
26,76,4,1666046141
5,39,10,1666749477
16,93,7,1668691872
25,41,10,1670923167
25,64,5,1669192409
5,17,9,1666399003
27,8,3,1666191022
8,86,3,1671202439
24,80,4,1670813478
25,73,4,1664924583
25,24,5,1668295125
26,74,9,1665499064
25,83,7,1664779511
1,36,3,1670263108
25,49,8,1670041402
27,67,6,1667569216
1,7,8,1671062610
1,75,5,1665512987
12,92,5,1665121967
28,49,8,1667821144
25,113,10,1668139983
8,109,4,1671698885
27,93,9,1668831403
1,9,8,1667722180
26,100,1,1672397778
1,19,6,1668532258
5,72,8,1672475355
1,77,10,1669067809
26,56,7,1671102107
1,1,2,1668604128
20,101,3,1670622017
8,63,6,1666228375
27,74,10,1668395065
1,35,4,1670926860
1,48,4,1667208136
21,19,6,1668315874
16,86,2,1668523865
25,74,1,1665812637
21,113,9,1669050643
16,49,6,1667251743
24,2,7,1668610954
26,16,5,1667084789
1,44,3,1667198426
26,18,8,1668466462
24,45,4,1666754095
25,4,8,1665374133
8,83,8,1672298580
2,59,8,1671168637
25,31,10,1668019749
1,79,1,1664889778
20,4,8,1669142637
8,112,1,1672455508
20,107,5,1668832459
28,78,5,1668914846
5,91,1,1665727605
16,11,8,1665378886
1,5,1,1670618158
26,81,7,1667979607
28,4,10,1672188510
16,62,4,1672163594
12,108,2,1668395479
21,56,1,1665480569
5,51,3,1670570613
25,6,6,1667867377
1,4,3,1670570325
25,69,7,1668194736
1,34,2,1668528836
21,50,3,1669742318
26,80,10,1670205388
27,32,7,1669624525
24,40,5,1671747097
25,14,2,1671718647
2,76,3,1664884836
8,85,8,1665231104
1,113,8,1668049153
1,49,5,1669076594
8,39,1,1669816220
8,77,4,1668366727
20,109,6,1667059163
21,79,3,1671831667
21,28,3,1668061000
20,106,4,1671758768
12,54,10,1669213006
26,94,9,1670559502
24,88,2,1666731363
25,101,6,1665285381
24,4,7,1667482205
27,69,9,1667265935
12,13,10,1667131688
8,59,8,1666083310
1,45,1,1665308267
2,24,4,1665368325
1,108,6,1667713282
27,48,6,1666233817
27,109,1,1666360611
5,87,2,1669909120
21,38,6,1666337844
12,52,4,1669908663
1,103,8,1672209208
21,46,5,1670832141
2,17,9,1670850049
12,24,7,1669784160
16,2,9,1665896909
25,99,2,1669059246
24,31,6,1668520648
21,110,1,1672359739
12,14,9,1671671860
16,58,8,1667628664
26,55,10,1665695940
12,22,6,1669145355
8,102,4,1667779005
5,56,5,1669146886
28,90,3,1669834184
2,45,5,1665497497
8,15,3,1670336412
27,56,3,1672346002
28,98,10,1665478294
21,55,3,1664747638
25,27,3,1668981082
26,54,9,1669751901
5,113,8,1667489891
5,93,8,1665741189
5,109,5,1670770793
27,101,10,1670599465
20,35,6,1669872394
12,35,6,1665187481
5,80,8,1669158011
26,48,3,1669294610
21,25,4,1668090873
2,36,7,1672257643
2,43,1,1669442565
25,3,8,1672273285
21,87,7,1665192685
21,6,2,1668200936
1,76,2,1669588551
1,50,7,1666021795
1,74,9,1664599780
5,27,8,1667444162
25,9,8,1668752730
21,11,8,1667616718
12,82,5,1667118585
21,13,4,1666478207
21,4,5,1672119238
12,55,3,1669459511
8,89,4,1666919652
20,22,9,1665651144
8,41,6,1664578939
28,102,9,1670868438
21,42,6,1671953781
26,29,7,1669789889
12,93,6,1669881934
5,3,10,1665014799
24,17,3,1664636625
24,16,5,1670314049
21,27,5,1667627726
24,63,10,1669180617
24,37,2,1668810142
28,13,3,1666525717
12,1,5,1665094538
1,28,10,1671770427
20,75,10,1665377607
12,98,3,1664785468
20,8,9,1665150797
8,106,8,1665246680
28,67,2,1670235245
25,81,5,1665053816
25,77,4,1666976840
25,61,6,1666388795
27,87,1,1667550834
28,21,7,1667591463
26,12,4,1669043878
25,20,6,1668003919
2,12,6,1669350794
25,51,2,1669511609
25,44,9,1669934565
27,77,2,1666096774
21,77,2,1666004487
1,87,8,1671969620
24,99,3,1670255234
1,106,2,1672036161
28,5,8,1667280134
26,88,10,1669200516
16,35,7,1667716891
5,48,3,1665436367
28,30,5,1664899970
1,104,7,1671102926
16,55,1,1665268681
12,74,3,1668435640
2,107,6,1667435185
20,90,3,1671350029
26,69,9,1664795764
28,46,2,1665069256
2,78,7,1664636357
26,2,10,1669164299
26,3,1,1672283281
26,68,10,1664675025
5,7,9,1668419764
12,8,9,1665457537
21,9,9,1664908084
26,43,4,1667815156
16,85,7,1664743588
24,10,8,1668131095
12,109,1,1668298799
12,72,5,1672035723
20,79,10,1665164689
2,97,4,1672481312
27,75,9,1670104148
1,98,3,1666079451
8,44,1,1667000212
27,20,6,1669190118
25,17,9,1668801261
24,20,10,1671204464
27,76,3,1664665764
8,19,1,1665011655
25,104,8,1670800514
16,25,6,1670773207
5,35,5,1669395656
27,47,1,1668318408
8,27,9,1665089028
12,77,5,1666783355
24,67,1,1667454911
1,109,1,1666318113
28,73,6,1667179787
12,39,10,1671915356
1,88,1,1666195710
26,5,2,1665697214
12,36,6,1668114611
1,46,6,1668139495
24,30,6,1666240703
2,110,5,1666162413
16,32,4,1665485545
16,78,1,1666560786
28,11,5,1667522451
1,81,6,1666009824
16,26,8,1669563917
27,13,3,1666170168
12,106,7,1666682291
2,67,6,1665705231
24,60,3,1667421668
20,50,3,1671397569
2,3,10,1666971844
16,101,10,1668517948
21,36,10,1665853535
21,73,8,1671712452
24,94,10,1671034620
2,15,6,1669958440
20,24,7,1665254775
24,79,5,1669671842
24,98,8,1668903054
27,21,8,1670922887
12,48,7,1668215858
26,33,6,1669841771
1,33,1,1668073868
27,46,1,1671484446
16,71,8,1666089990
28,45,6,1670890712
20,5,8,1667657615
21,57,1,1669726430
8,74,7,1670116061
28,39,1,1667244373
21,88,1,1669449360
2,83,4,1671115795
16,48,10,1671261556
12,81,2,1671505548
28,37,4,1669709707
25,12,8,1667717174
12,7,8,1669949891
16,10,3,1666716465
12,71,8,1670438746
1,31,6,1666101234
1,16,1,1668290965
12,5,10,1667594808
24,42,6,1667613410
2,113,6,1670955820
24,64,1,1671575702
1,41,10,1671494660
26,9,4,1670629923
2,93,3,1666213860
1,112,4,1668117705
12,56,2,1669744060
20,3,5,1668212089
28,77,7,1670051109
12,80,8,1671084293
20,41,7,1671021419
1,61,4,1667036265
24,35,8,1668800236
